feature_id,return_period_2,return_period_5,return_period_10,return_period_25,return_period_50,return_period_100
1234505,37.06,49.89,58.38,69.12,77.08,84.98
5210827,51.74,105.89,141.74,187.04,220.65,254.01
6140952,70.01,146.52,197.18,261.19,308.68,355.81
22337975,131.06,219.28,277.69,351.5,406.25,460.6
5575031,111.35,230.91,310.07,410.09,484.3,557.95
2088435,524.2,783.4,955.01,1171.84,1332.7,1492.37
19594712,855.94,1429.63,1809.46,2289.38,2645.41,2998.82
1314767,2.72,3.86,4.62,5.57,6.28,6.99
9773615,14.26,23.47,29.57,37.27,42.99,48.66
9733402,48.5,72.55,88.46,108.58,123.5,138.31
4187763,80.16,147.81,192.6,249.18,291.16,332.83
23970313,133.46,235.16,302.5,387.57,450.69,513.34
6479383,195.27,325.29,411.37,520.14,600.83,680.93
20920589,297.61,573.17,755.61,986.13,1157.14,1326.88
22846151,25.62,40.57,50.46,62.96,72.23,81.44
9745600,32.09,57.28,73.96,95.04,110.67,126.19
16883564,20.37,61.3,88.41,122.66,148.06,173.28
15645174,38.85,69.94,90.52,116.53,135.82,154.97
904040051,49.26,88.03,113.7,146.13,170.19,194.07
1343034,75.54,117.64,145.51,180.74,206.86,232.8
5494600,58.93,121.92,163.62,216.31,255.4,294.21
8629291,60.29,131.14,178.05,237.32,281.3,324.94
5670795,62.64,143.8,197.54,265.43,315.8,365.8
12035439,105.26,173.03,217.89,274.58,316.64,358.39
3761618,137.56,237.17,303.12,386.45,448.27,509.63
11585548,109.36,268.5,373.86,506.99,605.75,703.78
3823985,122.22,277.71,380.66,510.73,607.23,703.02
4251120,167.11,294.95,379.59,486.53,565.87,644.62
7164038,475.98,682.29,818.89,991.48,1119.52,1246.61
8574021,976.54,1589.53,1995.39,2508.19,2888.62,3266.24
11192063,3.73,7.66,10.27,13.56,16.0,18.42
16918094,18.07,31.97,41.16,52.79,61.41,69.97
10750117,32.4,50.23,62.03,76.94,88.0,98.98
17620080,24.42,51.1,68.76,91.08,107.63,124.07
16838908,58.51,192.02,280.41,392.1,474.96,557.2
7851629,82.05,216.14,304.92,417.1,500.32,582.92
19736561,133.53,223.63,283.29,358.66,414.58,470.09
3809023,522.55,790.13,967.28,1191.12,1357.18,1522.01
16918022,3.63,6.35,8.16,10.44,12.13,13.81
3024246,4.84,17.57,25.99,36.63,44.53,52.37
1333022,26.79,41.09,50.56,62.53,71.4,80.21
3405581,24.28,54.39,74.33,99.52,118.21,136.76
17405547,40.53,83.55,112.02,148.01,174.7,201.2
1815055,26.27,92.5,136.36,191.76,232.87,273.67
15662050,104.46,143.3,169.02,201.51,225.62,249.54
6863549,164.32,233.91,279.98,338.19,381.38,424.24
7264455,655.3,975.4,1187.34,1455.12,1653.77,1850.96
20058852,12.63,21.17,26.82,33.97,39.27,44.53
23815066,27.18,43.02,53.5,66.75,76.58,86.33
2888998,28.45,90.96,132.34,184.62,223.41,261.91
9755408,88.01,148.37,188.34,238.83,276.29,313.48
14365432,127.61,229.3,296.63,381.7,444.81,507.45
15594767,7.3,14.6,19.43,25.53,30.06,34.56
20066137,8.79,17.71,23.61,31.07,36.6,42.09
24298384,14.67,26.55,34.41,44.35,51.73,59.05
2048057,29.31,51.0,65.35,83.49,96.95,110.31
10805283,29.38,55.33,72.52,94.23,110.33,126.32
19743834,36.4,69.46,91.34,118.99,139.51,159.87
11915379,27.57,73.98,104.71,143.54,172.35,200.94
1129421,46.66,95.56,127.93,168.84,199.19,229.31
5860401,65.06,127.43,168.73,220.91,259.62,298.05
14364970,68.13,153.43,209.9,281.26,334.19,386.74
1814823,58.02,161.28,229.65,316.03,380.12,443.73
6667867,100.24,180.83,234.18,301.6,351.62,401.26
6331142,234.14,343.12,415.28,506.45,574.08,641.22
20089222,227.46,364.79,455.71,570.6,655.82,740.42
4188251,591.93,973.29,1225.79,1544.82,1781.5,2016.43
11830560,1317.8,2299.47,2949.42,3770.64,4379.87,4984.6
24405889,15.08,22.27,27.03,33.05,37.51,41.95
17863208,12.47,27.61,37.63,50.29,59.69,69.01
6250096,23.36,34.44,41.77,51.04,57.91,64.74
16806407,6.81,58.56,92.82,136.1,168.22,200.09
559997,19.5,81.09,121.86,173.38,211.61,249.54
19454103,86.16,164.73,216.75,282.47,331.23,379.63
15644224,170.81,260.64,320.11,395.26,451.01,506.35
20929432,147.41,305.94,410.9,543.51,641.89,739.55
3222059,433.03,714.68,901.16,1136.77,1311.56,1485.07
1239595,0.27,0.43,0.54,0.69,0.79,0.89
8933376,2.99,5.31,6.84,8.78,10.22,11.64
13103211,4.04,8.61,11.63,15.45,18.28,21.1
1337170,18.99,28.7,35.13,43.25,49.27,55.25
17957997,31.24,55.23,71.12,91.2,106.09,120.87
83230,42.51,76.33,98.71,127.0,147.98,168.81
13741403,31.64,96.21,138.96,192.97,233.04,272.82
14828143,58.47,135.99,187.31,252.15,300.26,348.01
3289348,83.49,140.46,178.17,225.83,261.18,296.27
23970783,113.57,167.47,203.17,248.26,281.72,314.92
22340339,75.5,175.67,241.99,325.78,387.95,449.65
12532954,0.38,1.82,2.78,3.98,4.88,5.77
4084418,17.85,40.53,55.54,74.51,88.59,102.56
9407582,48.85,88.72,115.11,148.46,173.2,197.75
5908733,88.14,241.87,343.66,472.26,567.67,662.37
11897420,156.85,257.04,323.38,407.2,469.39,531.11
24241873,222.82,304.43,358.47,426.74,477.39,527.66
22080869,229.68,344.65,420.77,516.95,588.3,659.12
6925383,1788.33,2659.35,3236.05,3964.7,4505.26,5041.83
23240188,0.0,0.04,0.06,0.09,0.11,0.14
6078267,22.26,30.94,36.69,43.95,49.34,54.69
5895480,23.86,42.84,55.4,71.28,83.06,94.75
18375594,39.72,58.31,70.62,86.18,97.72,109.17
4763116,43.27,107.46,149.96,203.66,243.49,283.03
20090348,110.26,249.26,341.29,457.57,543.83,629.46
5924798,168.76,338.22,450.42,592.18,697.35,801.74
20089890,272.02,517.27,679.64,884.8,1037.0,1188.08
14240668,370.63,647.88,831.44,1063.37,1235.43,1406.22
24285494,568.1,856.85,1048.03,1289.58,1468.78,1646.66
1595583,1.76,17.34,27.65,40.68,50.35,59.95
5845058,7.91,17.41,23.71,31.66,37.56,43.41
24293816,23.97,35.06,42.41,51.7,58.59,65.42
18407884,25.4,45.21,58.33,74.91,87.21,99.41
2809681,36.14,56.81,70.5,87.79,100.62,113.35
6572160,54.09,103.99,137.03,178.77,209.74,240.48
7691403,94.1,149.0,185.35,231.27,265.35,299.17
19752413,92.95,160.08,204.54,260.7,302.37,343.72
6415468,135.12,210.77,260.85,324.13,371.08,417.67
22860477,257.43,433.75,550.48,697.97,807.39,916.0
3168766,239.83,598.43,835.85,1135.84,1358.39,1579.29
2413994,741.68,1278.63,1634.14,2083.33,2416.56,2747.34
14824943,15.52,52.14,76.39,107.04,129.77,152.33
4000518,32.22,74.08,101.79,136.81,162.79,188.57
7111897,57.09,82.94,100.06,121.68,137.73,153.65
8520739,47.73,84.33,108.56,139.17,161.88,184.43
19752335,60.39,96.31,120.09,150.14,172.44,194.57
7732387,45.85,100.12,136.05,181.45,215.13,248.56
4483015,67.07,145.3,197.09,262.54,311.09,359.28
23894292,166.37,275.11,347.11,438.07,505.56,572.55
8932132,135.22,287.1,387.66,514.72,608.98,702.54
21166841,725.18,1266.35,1624.65,2077.36,2413.21,2746.58
13291814,4.08,7.76,10.21,13.29,15.58,17.85
9436435,6.99,14.75,19.9,26.39,31.21,36.0
1327203,33.7,43.15,49.4,57.3,63.16,68.97
3405071,182.49,303.4,383.45,484.6,559.64,634.12
9097804,229.0,575.17,804.36,1093.95,1308.78,1522.03
22557922,306.55,756.3,1054.08,1430.31,1709.43,1986.48
7398311,449.23,800.94,1033.79,1328.01,1546.28,1762.93
7622144,434.76,819.15,1073.65,1395.2,1633.76,1870.55
12435565,662.36,973.46,1179.44,1439.7,1632.77,1824.42
8211251,261.75,1100.68,1656.13,2357.94,2878.58,3395.38
24534372,6.57,9.52,11.48,13.95,15.78,17.59
18385437,5.82,12.87,17.55,23.45,27.83,32.18
9513660,5.68,22.95,34.39,48.84,59.56,70.2
6658313,33.83,55.1,69.19,86.98,100.19,113.29
1234105,43.09,60.01,71.21,85.36,95.86,106.28
22563462,24.39,68.89,98.34,135.56,163.17,190.58
7752590,58.43,90.4,111.57,138.32,158.16,177.86
13154221,67.2,107.33,133.9,167.48,192.39,217.11
817263,88.57,137.22,169.44,210.14,240.33,270.3
5570395,54.28,168.58,244.26,339.87,410.81,481.21
4709174,499.55,955.72,1257.74,1639.35,1922.45,2203.45
3134443,681.16,1357.16,1804.73,2370.24,2789.76,3206.19
6170342,1.76,4.54,6.38,8.7,10.42,12.13
11687160,5.59,9.35,11.85,15.0,17.34,19.66
5351095,4.64,10.09,13.7,18.25,21.63,24.99
16657937,6.01,13.77,18.9,25.39,30.21,34.98
6262926,9.81,22.21,30.43,40.81,48.51,56.15
6128661,19.17,30.02,37.2,46.28,53.01,59.69
6744772,24.93,46.93,61.49,79.9,93.55,107.1
5844210,33.0,54.39,68.55,86.45,99.72,112.9
8124573,33.96,56.88,72.06,91.23,105.46,119.58
8507516,45.37,85.87,112.69,146.58,171.71,196.67
16838208,14.9,155.49,248.57,366.18,453.42,540.03
951131,175.29,242.89,287.64,344.19,386.14,427.78
12463734,517.78,700.35,821.22,973.94,1087.24,1199.71
8550149,645.89,1064.03,1340.88,1690.67,1950.17,2207.76
4507348,1228.84,1994.78,2501.9,3142.65,3617.99,4089.82
20044776,10.85,18.7,23.9,30.48,35.35,40.19
1620877,181.25,519.17,742.9,1025.59,1235.31,1443.47
1520083,200.47,665.7,973.73,1362.91,1651.64,1938.23
4289887,933.94,1196.15,1369.75,1589.09,1751.82,1913.34
1623075,522.85,1354.22,1904.66,2600.15,3116.1,3628.24
23503304,4.39,7.41,9.4,11.93,13.8,15.66
4711782,9.61,14.06,17.01,20.74,23.5,26.24
2885144,15.05,29.01,38.25,49.92,58.58,67.18
6413164,37.99,66.64,85.6,109.57,127.34,144.99
16949534,73.69,143.94,190.46,249.23,292.83,336.11
674726,91.16,215.63,298.03,402.15,479.39,556.06
15634673,1009.34,1439.48,1724.27,2084.1,2351.05,2616.02
13136613,0.05,0.1,0.13,0.17,0.2,0.23
1234517,3.19,4.6,5.54,6.71,7.59,8.46
2180737,8.2,13.09,16.32,20.41,23.45,26.46
2048005,9.3,19.28,25.88,34.23,40.42,46.57
6317069,15.98,33.19,44.59,58.99,69.67,80.27
12439987,30.04,61.09,81.65,107.62,126.9,146.02
9753760,48.72,84.34,107.92,137.72,159.83,181.77
3536017,56.6,140.72,196.42,266.79,319.0,370.82
23805092,142.25,226.57,282.41,352.95,405.29,457.23
10181647,201.71,305.69,374.53,461.5,526.03,590.08
17556771,977.89,1654.33,2102.19,2668.06,3087.85,3504.55
18267029,2.46,7.85,11.41,15.92,19.26,22.58
15238998,5.44,11.37,15.29,20.25,23.92,27.58
5908085,1.36,11.58,18.35,26.9,33.25,39.54
12606701,85.09,197.74,272.32,366.55,436.45,505.85
15363451,169.93,272.3,340.08,425.72,489.25,552.32
11777215,207.05,294.88,353.03,426.5,481.0,535.1
18257723,181.3,441.89,614.43,832.43,994.16,1154.69
8935372,0.73,2.35,3.43,4.78,5.79,6.79
11138182,4.02,7.8,10.3,13.46,15.8,18.13
21849679,7.03,28.52,42.74,60.71,74.05,87.28
23459939,25.19,50.45,67.18,88.31,103.99,119.55
1293000,45.79,65.85,79.12,95.9,108.34,120.7
15432638,103.06,146.52,175.3,211.66,238.63,265.4
22977134,183.74,267.59,323.11,393.25,445.29,496.94
5893170,166.74,320.51,422.31,550.95,646.38,741.1
4316948,264.38,415.15,514.97,641.09,734.65,827.53
7410408,280.42,636.66,872.52,1170.53,1391.61,1611.06
22878293,1108.57,1516.13,1785.97,2126.91,2379.84,2630.9
15690765,860.26,1550.48,2007.47,2584.87,3013.23,3438.41
1101462,1324.31,2048.82,2528.51,3134.6,3584.23,4030.54
14320639,3617.38,6272.25,8030.01,10250.94,11898.56,13534.01
2827982,4.66,23.46,35.9,51.62,63.29,74.87
10264004,16.06,28.82,37.28,47.96,55.88,63.75
8466041,50.69,92.44,120.07,154.99,180.9,206.61
1585173,6.16,101.78,165.08,245.07,304.41,363.31
17694891,57.74,123.06,166.31,220.95,261.49,301.73
4489170,88.5,179.73,240.14,316.46,373.08,429.28
8673565,93.49,186.55,248.17,326.02,383.78,441.11
10116766,103.97,222.16,300.42,399.29,472.64,545.45
24158523,157.43,238.36,291.94,359.63,409.86,459.71
9069104,148.58,414.5,590.56,813.02,978.04,1141.85
1100622,611.68,936.3,1151.22,1422.78,1624.24,1824.21
13260207,1213.68,1724.53,2062.76,2490.11,2807.14,3121.83
4300965,31.62,65.54,88.0,116.38,137.43,158.33
16742601,101.66,128.28,145.91,168.17,184.69,201.09
18887146,100.32,205.85,275.72,364.01,429.5,494.51
4574807,135.26,245.48,318.45,410.65,479.04,546.94
5512484,165.42,335.92,448.81,591.44,697.25,802.29
9614637,224.68,347.22,428.35,530.86,606.9,682.39
15587072,230.28,389.33,494.63,627.68,726.38,824.36
5781217,240.75,397.63,501.49,632.72,730.08,826.72
2378929,291.96,541.66,706.98,915.87,1070.83,1224.65
17828666,3.53,4.08,4.44,4.91,5.25,5.59
6115740,3.86,6.66,8.51,10.86,12.6,14.32
6128489,32.83,49.62,60.73,74.77,85.18,95.52
9555429,25.29,77.65,112.31,156.11,188.6,220.85
23436993,79.51,113.37,135.79,164.11,185.12,205.98
632727,160.22,272.05,346.09,439.64,509.04,577.92
22164302,310.77,565.63,734.37,947.57,1105.73,1262.73
11628855,1073.0,1799.43,2280.39,2888.08,3338.9,3786.39
14396556,0.48,2.54,3.9,5.62,6.9,8.17
4495672,8.5,16.67,22.08,28.92,33.99,39.02
1920776,11.52,19.64,25.01,31.8,36.84,41.84
6744642,29.76,55.01,71.73,92.85,108.52,124.08
5202858,49.24,70.41,84.44,102.15,115.3,128.34
3194796,86.36,124.2,149.26,180.91,204.4,227.71
2044955,85.64,151.17,194.55,249.37,290.03,330.4
18880718,94.29,189.93,253.25,333.25,392.6,451.52
3809449,204.08,315.47,389.22,482.4,551.52,620.14
22554826,183.53,403.61,549.31,733.42,870.0,1005.57
5967984,307.42,587.48,772.9,1007.18,1180.99,1353.51
10276878,1.17,1.83,2.27,2.83,3.24,3.65
8408255,1.09,2.01,2.61,3.38,3.95,4.51
7317820,3.47,20.92,32.47,47.06,57.89,68.63
8479268,14.72,34.56,47.7,64.3,76.61,88.84
2677104,73.72,108.88,132.15,161.56,183.38,205.03
5802280,128.54,244.95,322.02,419.41,491.65,563.36
1936654,126.39,247.46,327.62,428.9,504.04,578.62
937408,136.66,261.27,343.77,448.0,525.33,602.09
22038591,879.29,1514.82,1935.59,2467.24,2861.64,3253.14
14182140,3.34,5.88,7.56,9.69,11.27,12.83
2590243,2.7,6.67,9.29,12.61,15.06,17.51
24432663,5.31,8.52,10.64,13.33,15.32,17.3
816569,5.8,9.45,11.87,14.93,17.2,19.45
14049227,13.54,34.71,48.73,66.43,79.57,92.61
3984740,43.9,81.97,107.18,139.02,162.65,186.1
9752446,62.99,116.47,151.89,196.63,229.82,262.77
3057956,112.57,168.12,204.89,251.36,285.83,320.04
8673563,89.98,194.69,264.02,351.62,416.61,481.12
935090016,6849.03,8969.75,10373.85,12147.93,13464.04,14770.44
9398544,0.08,0.24,0.34,0.47,0.57,0.67
22590125,4.55,11.85,16.68,22.78,27.31,31.81
90108,16.64,26.76,33.47,41.94,48.22,54.45
3882066,89.15,147.66,186.39,235.34,271.64,307.68
18414205,166.33,276.12,348.81,440.65,508.78,576.41
291639,466.29,732.88,909.38,1132.4,1297.84,1462.06
18590656,564.41,963.06,1227.0,1560.49,1807.89,2053.46
5050437,4.95,8.61,11.03,14.1,16.37,18.62
10274184,4.94,12.41,17.35,23.6,28.24,32.84
24433101,10.24,13.9,16.32,19.38,21.65,23.9
7043255,12.51,21.56,27.55,35.12,40.73,46.31
21476576,3.83,23.48,36.48,52.91,65.1,77.21
14112386,23.18,40.37,51.74,66.12,76.79,87.37
22684930,15.32,49.74,72.53,101.33,122.69,143.89
5781325,85.23,214.84,300.65,409.08,489.51,569.35
1087021,213.29,365.61,466.46,593.89,688.42,782.25
19531956,571.48,920.12,1150.95,1442.61,1658.97,1873.74
23744010,681.83,1085.81,1353.28,1691.24,1941.95,2190.81
5509690,118.25,265.29,362.65,485.66,576.91,667.49
22421466,154.66,360.32,496.49,668.53,796.17,922.86
18107248,253.22,436.39,557.66,710.89,824.57,937.4
4001162,364.57,716.89,950.16,1244.9,1463.55,1680.59
2242015,754.41,1619.88,2192.9,2916.9,3454.02,3987.16
15737587,1187.34,1807.84,2218.67,2737.76,3122.84,3505.09
23963021,1221.02,1823.23,2221.94,2725.71,3099.44,3470.41
9513994,1.48,1.65,1.76,1.91,2.01,2.11
13297098,7.29,15.82,21.47,28.61,33.91,39.16
12419295,14.75,35.94,49.97,67.69,80.84,93.89
20031587,37.33,78.37,105.54,139.87,165.34,190.62
15645168,87.1,139.2,173.7,217.28,249.61,281.71
21771183,150.38,250.19,316.28,399.78,461.72,523.21
22150419,392.2,681.1,872.38,1114.06,1293.36,1471.32
15234772,382.35,716.54,937.8,1217.37,1424.77,1630.63
17219468,2019.01,2864.13,3423.67,4130.66,4655.14,5175.74
23700389,3.69,8.46,11.62,15.61,18.57,21.51
4505876,6.73,19.35,27.71,38.27,46.1,53.87
8410499,12.89,28.96,39.6,53.04,63.01,72.91
6245850,30.68,52.6,67.12,85.45,99.06,112.56
5867575,36.03,53.1,64.4,78.68,89.27,99.79
12599885,22.78,69.71,100.79,140.05,169.18,198.09
1087803,116.41,180.82,223.46,277.33,317.3,356.98
23773365,124.21,188.84,231.63,285.69,325.8,365.61
920981,145.42,215.96,262.67,321.68,365.46,408.91
1439269,41.21,370.36,588.29,863.64,1067.92,1270.68
8590574,272.38,464.07,590.98,751.34,870.3,988.38
8975690,526.71,679.84,781.23,909.33,1004.36,1098.69
9175266,934.29,1781.48,2342.4,3051.12,3576.89,4098.78
381670,2233.54,3948.68,5084.25,6519.05,7583.46,8640.02
22069422,0.0,2.02,3.36,5.06,6.31,7.56
16928270,6.12,11.49,15.04,19.53,22.86,26.16
17687965,22.76,53.3,73.51,99.05,118.0,136.81
18276337,117.66,204.59,262.14,334.86,388.81,442.36
2885314,2.74,4.28,5.3,6.59,7.54,8.49
17806268,4.69,8.57,11.13,14.37,16.78,19.17
3839263,12.29,38.59,56.01,78.01,94.33,110.53
1669045,27.4,59.74,81.15,108.21,128.28,148.2
6250612,37.01,61.75,78.14,98.84,114.19,129.44
2044625,56.21,85.58,105.03,129.61,147.84,165.93
23970215,62.01,86.72,103.09,123.76,139.1,154.33
10093088,59.85,92.66,114.39,141.84,162.21,182.42
10319918,55.13,99.34,128.61,165.59,193.03,220.26
19669347,91.73,143.6,177.95,221.34,253.53,285.48
11749393,77.11,152.47,202.37,265.42,312.19,358.62
6163185,214.03,342.27,427.18,534.46,614.05,693.05
3054074,244.02,345.96,413.45,498.73,562.0,624.79
23780805,290.49,387.25,451.32,532.27,592.32,651.93
2651896,428.0,675.36,839.13,1046.06,1199.57,1351.95
11688586,5.99,11.34,14.89,19.36,22.68,25.98
6141076,24.53,48.45,64.3,84.31,99.16,113.9
6711893,54.63,89.25,112.17,141.13,162.61,183.93
5955735,63.1,179.39,256.38,353.65,425.82,497.45
22161688,68.99,187.86,266.56,366.0,439.77,512.99
23963707,165.58,240.45,290.02,352.66,399.12,445.24
7016523,188.59,316.95,401.94,509.32,588.98,668.06
8653008,556.6,929.26,1175.99,1487.73,1719.0,1948.56
17694721,1.83,6.06,8.86,12.4,15.02,17.63
16918140,9.02,16.08,20.75,26.66,31.04,35.39
1100370,17.61,25.24,30.3,36.68,41.42,46.12
1440211,30.75,123.13,184.3,261.58,318.92,375.83
21165009,65.5,125.17,164.67,214.59,251.61,288.37
5908485,56.47,133.73,184.88,249.5,297.44,345.03
19293014,103.25,194.3,254.59,330.76,387.27,443.36
12006893,163.47,213.92,247.32,289.53,320.84,351.91
15786158,190.38,373.11,494.09,646.96,760.36,872.93
8648984,417.17,686.71,865.17,1090.65,1257.93,1423.97
5894792,932.76,1511.87,1895.29,2379.75,2739.15,3095.89
22071094,1.45,2.92,3.9,5.13,6.04,6.95
14416705,3.03,7.58,10.59,14.4,17.22,20.02
16712134,4.34,11.66,16.5,22.63,27.17,31.68
9513794,30.45,45.73,55.86,68.65,78.13,87.55
14145053,21.24,59.89,85.48,117.81,141.8,165.61
4721831,43.21,95.74,130.52,174.46,207.06,239.42
9867174,107.36,178.46,225.54,285.03,329.15,372.96
12162694,235.42,411.91,528.77,676.41,785.95,894.67
12781155,374.49,572.29,703.25,868.72,991.47,1113.32
7668920,630.8,1116.77,1438.52,1845.06,2146.65,2446.02
22846145,0.07,0.14,0.18,0.23,0.27,0.31
2590117,14.0,24.4,31.3,40.0,46.46,52.88
14150206,11.73,34.0,48.75,67.38,81.2,94.91
1653465,17.27,47.48,67.49,92.76,111.51,130.12
19334535,57.15,74.48,85.95,100.45,111.2,121.87
4154310,47.18,86.95,113.28,146.55,171.23,195.73
6688853,36.59,102.85,146.72,202.14,243.26,284.08
7053799,65.44,138.32,186.57,247.54,292.77,337.67
6594454,346.58,572.81,722.59,911.84,1052.24,1191.6
23997080,580.37,864.06,1051.89,1289.21,1465.27,1640.03
1640227,640.28,1587.89,2215.29,3008.01,3596.1,4179.84
5166609,6822.35,10482.97,12906.61,15968.9,18240.68,20495.68
1312357,0.12,0.42,0.62,0.87,1.05,1.24
23805292,3.42,5.07,6.17,7.55,8.58,9.6
8935348,4.81,5.37,5.74,6.21,6.56,6.91
21165441,6.12,12.02,15.93,20.87,24.53,28.17
6776779,43.55,75.99,97.46,124.6,144.73,164.71
9869384,53.09,99.3,129.89,168.55,197.22,225.69
8423282,69.66,142.21,190.24,250.93,295.96,340.65
22152669,99.34,161.2,202.15,253.9,292.28,330.39
15597503,177.2,257.95,311.42,378.97,429.08,478.83
17863236,1.16,2.76,3.82,5.15,6.14,7.12
10396937,0.9,2.82,4.09,5.7,6.89,8.07
6621006,6.84,18.46,26.15,35.87,43.08,50.24
11138042,9.16,18.94,25.41,33.59,39.66,45.68
19926797,76.45,132.42,169.48,216.3,251.04,285.52
22458517,34.26,229.31,358.44,521.61,642.65,762.8
2161778,74.76,255.62,375.36,526.66,638.9,750.31
6246322,126.01,267.8,361.68,480.29,568.29,655.63
8328658,252.72,388.02,477.6,590.79,674.75,758.1
7846049,144.18,443.86,642.27,892.97,1078.95,1263.56
22540324,361.81,567.29,703.33,875.23,1002.75,1129.33
1332238,1.37,2.21,2.77,3.48,4.0,4.52
8896032,17.24,34.19,45.41,59.58,70.1,80.53
20331496,24.68,36.03,43.54,53.04,60.08,67.07
2569756,20.49,77.74,115.64,163.53,199.06,234.32
22988591,175.15,223.83,256.05,296.77,326.98,356.97
20907083,387.47,729.73,956.34,1242.66,1455.07,1665.92
1720007,544.34,794.6,960.3,1169.67,1324.98,1479.15
188637,1.09,2.72,3.79,5.15,6.16,7.16
7713080,28.86,47.44,59.75,75.29,86.82,98.27
166743841,24.54,50.51,67.7,89.42,105.54,121.53
16814763,15.18,60.24,90.07,127.77,155.73,183.49
4392793,91.98,141.15,173.71,214.84,245.36,275.65
8585070,102.07,177.92,228.14,291.6,338.67,385.4
2047989,183.45,312.54,398.01,506.0,586.11,665.64
15150946,346.41,526.59,645.88,796.61,908.42,1019.42
7359831,315.82,538.84,686.51,873.08,1011.48,1148.87
19129083,299.03,571.19,751.39,979.07,1147.98,1315.64
3986312,420.58,713.03,906.66,1151.31,1332.81,1512.97
5769807,325.91,1159.73,1711.79,2409.31,2926.78,3440.42
19710425,818.29,1233.39,1508.23,1855.49,2113.1,2368.81
3702540,3315.22,4905.86,5959.01,7289.66,8276.81,9256.68
23065203,1.93,5.35,7.61,10.48,12.6,14.71
24177467,47.23,65.99,78.41,94.1,105.74,117.29
24285508,78.55,110.89,132.3,159.35,179.42,199.33
3407011,129.04,199.11,245.51,304.13,347.61,390.78
10116308,287.47,581.29,775.82,1021.61,1203.95,1384.94
23762661,470.22,656.4,779.67,935.42,1050.97,1165.66
17574397,0.27,1.09,1.63,2.32,2.82,3.33
11359445,0.56,1.23,1.67,2.23,2.65,3.06
8444776,12.62,23.03,29.92,38.63,45.09,51.5
4531853,26.15,53.53,71.66,94.57,111.56,128.43
12889559,44.33,68.53,84.55,104.8,119.82,134.72
13812194,26.32,75.17,107.51,148.38,178.69,208.78
24537944,105.18,148.26,176.78,212.82,239.55,266.09
1531919,86.93,182.72,246.15,326.28,385.73,444.74
1136358,263.97,435.63,549.28,692.89,799.42,905.16
3923,547.07,742.53,871.93,1035.43,1156.73,1277.13
3930910,43.41,68.69,85.42,106.57,122.26,137.83
17694137,41.81,97.72,134.73,181.5,216.2,250.64
12151866,65.05,119.49,155.54,201.08,234.87,268.41
23800762,86.37,128.19,155.88,190.87,216.83,242.59
11689718,81.25,131.93,165.48,207.87,239.32,270.54
15650317,607.98,965.94,1202.94,1502.39,1724.54,1945.05
897999,530.49,1249.95,1726.29,2328.14,2774.64,3217.83
8366572,1.65,4.08,5.7,7.73,9.24,10.74
9201663,14.89,24.63,31.07,39.22,45.26,51.26
933100018,23.72,44.22,57.79,74.94,87.66,100.29
6499252,190.78,303.62,378.32,472.71,542.73,612.24
9698941,257.91,418.42,524.68,658.95,758.56,857.44
24255143,550.08,741.45,868.15,1028.24,1147.01,1264.9
10276740,6.03,9.47,11.75,14.63,16.77,18.89
19620104,7.08,12.03,15.31,19.45,22.52,25.57
1239423,10.93,15.23,18.07,21.66,24.33,26.97
17865290,7.89,15.6,20.7,27.15,31.94,36.69
19081917,10.11,18.7,24.38,31.57,36.9,42.19
1239255,20.31,31.2,38.4,47.51,54.26,60.96
3785779,38.85,66.32,84.5,107.48,124.53,141.45
5050481,44.39,67.05,82.06,101.01,115.08,129.04
20803203,33.65,70.18,94.37,124.93,147.6,170.11
6129655,57.93,93.36,116.82,146.47,168.46,190.29
21476600,43.75,97.65,133.33,178.41,211.86,245.06
17683402,69.9,110.13,136.77,170.43,195.39,220.18
23988204,78.84,127.12,159.08,199.47,229.43,259.17
12038117,93.54,151.44,189.77,238.21,274.14,309.8
8627197,104.87,155.17,188.47,230.55,261.76,292.74
15672743,91.0,168.24,219.38,284.0,331.93,379.52
8271049,211.24,334.8,416.61,519.98,596.67,672.78
8450266,239.16,441.91,576.15,745.76,871.59,996.49
3906485,2.09,4.35,5.84,7.74,9.14,10.53
1922518,3.3,5.18,6.42,7.99,9.15,10.31
6030210,2.28,7.3,10.62,14.82,17.93,21.03
22591931,2.44,8.15,11.94,16.73,20.27,23.8
8942877,7.65,20.1,28.34,38.76,46.48,54.15
14804277,41.96,70.55,89.47,113.39,131.13,148.73
8306992,59.39,93.2,115.58,143.86,164.84,185.66
8549853,70.43,111.09,138.01,172.02,197.25,222.3
9848335,202.35,297.84,361.06,440.95,500.21,559.03
8445436,2.46,4.9,6.51,8.55,10.06,11.57
18325158,10.56,14.9,17.78,21.41,24.1,26.78
16918012,18.28,31.9,40.91,52.3,60.75,69.13
23606208,16.79,34.71,46.58,61.57,72.69,83.73
5863761,28.76,46.76,58.68,73.74,84.91,95.99
18422661,112.63,210.39,275.11,356.88,417.55,477.77
22151067,419.31,740.39,952.97,1221.56,1420.82,1618.6
23875925,524.33,932.75,1203.15,1544.81,1798.27,2049.86
1440239,707.16,1256.57,1620.32,2079.93,2420.89,2759.33
1530257,2.14,7.42,10.92,15.33,18.61,21.86
5302465,5.7,10.05,12.93,16.56,19.26,21.93
4766828,10.42,18.03,23.08,29.45,34.17,38.86
