peak_time_utc,peak_flow_cms,site_no,comid,event_no
2022-04-16 12:45:00+00:00,153.76,02457595,18566081,E5
2022-06-08 14:15:00+00:00,245.507,02457595,18566081,E6
2022-11-30 09:15:00+00:00,136.487,02457595,18566081,E7
2023-04-08 18:15:00+00:00,99.958,02457595,18566081,E8
2023-04-30 08:00:00+00:00,104.489,02457595,18566081,E9
2021-05-05 06:15:00+00:00,120.63,02457704,18565921,E1
2021-06-20 14:30:00+00:00,359.624,02457704,18565921,E2
2021-10-06 06:00:00+00:00,214.641,02457704,18565921,E3
2021-10-07 12:30:00+00:00,276.372,02457704,18565921,E4
2022-02-18 08:45:00+00:00,109.586,02457704,18565921,E5
2022-03-18 21:15:00+00:00,82.402,02457704,18565921,E6
2022-03-23 11:45:00+00:00,236.162,02457704,18565921,E7
2022-04-16 18:00:00+00:00,197.651,02457704,18565921,E8
2022-06-08 21:15:00+00:00,368.119,02457704,18565921,E9
2022-11-30 14:30:00+00:00,139.885,02457704,18565921,E10
2022-12-15 09:30:00+00:00,102.79,02457704,18565921,E11
2023-04-08 23:00:00+00:00,143.566,02457704,18565921,E12
2023-04-30 13:30:00+00:00,82.119,02457704,18565921,E13
2021-05-28 22:00:00+00:00,16.65,02458148,18566151,E1
2021-06-20 04:30:00+00:00,18.916,02458148,18566151,E2
2021-07-27 21:26:00+00:00,23.786,02458148,18566151,E3
2021-08-31 09:45:00+00:00,19.85,02458148,18566151,E4
2021-10-04 05:00:00+00:00,36.246,02458148,18566151,E5
2021-10-07 03:30:00+00:00,48.422,02458148,18566151,E6
2022-02-18 02:00:00+00:00,29.733,02458148,18566151,E7
2022-03-18 13:30:00+00:00,19.624,02458148,18566151,E8
2022-03-23 03:45:00+00:00,32.564,02458148,18566151,E9
2022-03-31 05:30:00+00:00,31.432,02458148,18566151,E10
2022-04-05 15:15:00+00:00,15.376,02458148,18566151,E11
2022-04-16 10:45:00+00:00,33.98,02458148,18566151,E12
2022-06-02 19:45:00+00:00,17.415,02458148,18566151,E13
2022-06-08 12:30:00+00:00,47.289,02458148,18566151,E14
2022-11-30 08:30:00+00:00,29.166,02458148,18566151,E15
2023-01-04 07:30:00+00:00,15.234,02458148,18566151,E16
2023-01-25 09:15:00+00:00,17.358,02458148,18566151,E17
2023-05-17 21:15:00+00:00,18.831,02458148,18566151,E18
2023-05-23 15:30:00+00:00,19.454,02458148,18566151,E19
2023-08-11 10:15:00+00:00,21.577,02458148,18566151,E20
2023-08-28 21:45:00+00:00,16.395,02458148,18566151,E21
2021-05-04 19:30:00+00:00,124.877,02458300,18566197,E1
2021-06-20 04:15:00+00:00,146.681,02458300,18566197,E2
2021-07-18 01:00:00+00:00,84.667,02458300,18566197,E3
2021-07-19 12:00:00+00:00,76.455,02458300,18566197,E4
2021-07-27 22:30:00+00:00,96.844,02458300,18566197,E5
2021-08-19 18:15:00+00:00,44.457,02458300,18566197,E6
2021-08-31 10:07:00+00:00,93.162,02458300,18566197,E7
2021-10-04 07:00:00+00:00,55.218,02458300,18566197,E8
2021-10-05 01:30:00+00:00,76.172,02458300,18566197,E9
2021-10-06 00:45:00+00:00,61.731,02458300,18566197,E10
2021-10-07 05:15:00+00:00,153.194,02458300,18566197,E11
2021-05-05 01:55:00+00:00,134.788,02458450,18566201,E1
2021-06-20 08:27:00+00:00,186.042,02458450,18566201,E2
2021-07-18 02:15:00+00:00,95.994,02458450,18566201,E3
2021-07-19 13:38:00+00:00,105.339,02458450,18566201,E4
2021-07-27 23:55:00+00:00,109.02,02458450,18566201,E5
2021-08-19 19:30:00+00:00,59.748,02458450,18566201,E6
2021-08-31 11:30:00+00:00,105.622,02458450,18566201,E7
2021-09-18 15:45:00+00:00,74.19,02458450,18566201,E8
2021-10-04 08:15:00+00:00,80.137,02458450,18566201,E9
2021-10-05 03:00:00+00:00,82.402,02458450,18566201,E10
2021-10-06 01:15:00+00:00,127.143,02458450,18566201,E11
2021-10-07 08:30:00+00:00,167.919,02458450,18566201,E12
2021-12-30 14:45:00+00:00,117.232,02458450,18566201,E13
2022-02-18 04:38:00+00:00,121.196,02458450,18566201,E14
2022-02-21 22:00:00+00:00,62.58,02458450,18566201,E15
2022-03-09 10:15:00+00:00,66.828,02458450,18566201,E16
2022-03-16 22:26:00+00:00,80.42,02458450,18566201,E17
2022-03-18 15:41:00+00:00,82.119,02458450,18566201,E18
2022-03-23 06:45:00+00:00,132.24,02458450,18566201,E19
2022-03-31 07:45:00+00:00,104.206,02458450,18566201,E20
2022-04-05 17:30:00+00:00,75.889,02458450,18566201,E21
2022-04-16 14:23:00+00:00,131.39,02458450,18566201,E22
2022-06-08 17:55:00+00:00,163.388,02458450,18566201,E23
2022-07-10 02:15:00+00:00,92.03,02458450,18566201,E24
2022-07-21 23:20:00+00:00,90.331,02458450,18566201,E25
2022-09-05 00:45:00+00:00,69.093,02458450,18566201,E26
2022-10-13 09:30:00+00:00,56.634,02458450,18566201,E27
2022-11-30 10:51:00+00:00,125.16,02458450,18566201,E28
2022-12-15 05:45:00+00:00,78.438,02458450,18566201,E29
2023-01-04 09:45:00+00:00,80.986,02458450,18566201,E30
2023-01-25 11:15:00+00:00,72.774,02458450,18566201,E31
2023-02-17 10:15:00+00:00,55.501,02458450,18566201,E32
2023-04-08 18:35:00+00:00,84.667,02458450,18566201,E33
2023-04-30 09:45:00+00:00,72.774,02458450,18566201,E34
2023-05-23 17:45:00+00:00,73.907,02458450,18566201,E35
2023-07-10 09:30:00+00:00,87.216,02458450,18566201,E36
2023-08-11 12:15:00+00:00,72.774,02458450,18566201,E37
2023-09-17 03:00:00+00:00,63.996,02458450,18566201,E38
2021-05-05 04:45:00+00:00,119.214,02458600,18566179,E1
2021-06-20 10:30:00+00:00,167.919,02458600,18566179,E2
2021-07-19 16:30:00+00:00,67.96,02458600,18566179,E3
2021-07-28 02:15:00+00:00,68.527,02458600,18566179,E4
2021-08-31 13:45:00+00:00,63.147,02458600,18566179,E5
2021-09-18 18:00:00+00:00,77.588,02458600,18566179,E6
2021-10-07 11:30:00+00:00,153.477,02458600,18566179,E7
2021-12-30 17:30:00+00:00,80.42,02458600,18566179,E8
2022-02-18 06:45:00+00:00,88.915,02458600,18566179,E9
2022-03-16 07:30:00+00:00,61.164,02458600,18566179,E10
2022-03-18 18:15:00+00:00,66.828,02458600,18566179,E11
2022-03-23 09:45:00+00:00,122.045,02458600,18566179,E12
2022-03-31 10:00:00+00:00,65.695,02458600,18566179,E13
2022-04-16 16:45:00+00:00,99.958,02458600,18566179,E14
2022-06-08 20:00:00+00:00,146.964,02458600,18566179,E15
2022-07-22 03:00:00+00:00,62.297,02458600,18566179,E16
2022-11-30 13:15:00+00:00,96.56,02458600,18566179,E17
2022-12-15 07:45:00+00:00,69.093,02458600,18566179,E18
2023-04-08 20:45:00+00:00,85.234,02458600,18566179,E19
2021-04-24 19:30:00+00:00,32.564,02460500,18567389,E1
2021-05-05 08:45:00+00:00,119.214,02460500,18567389,E2
2021-06-10 05:45:00+00:00,30.865,02460500,18567389,E3
2021-06-20 15:30:00+00:00,173.865,02460500,18567389,E4
2021-07-02 23:15:00+00:00,31.149,02460500,18567389,E5
2021-07-18 08:45:00+00:00,45.307,02460500,18567389,E6
2021-07-20 06:30:00+00:00,68.527,02460500,18567389,E7
2021-07-28 06:15:00+00:00,57.2,02460500,18567389,E8
2021-08-01 03:15:00+00:00,33.414,02460500,18567389,E9
2021-08-20 01:00:00+00:00,49.838,02460500,18567389,E10
2021-08-31 18:15:00+00:00,55.784,02460500,18567389,E11
2021-09-02 03:30:00+00:00,37.378,02460500,18567389,E12
2021-09-18 22:30:00+00:00,74.19,02460500,18567389,E13
2021-10-04 14:00:00+00:00,52.386,02460500,18567389,E14
2021-10-06 09:45:00+00:00,118.081,02460500,18567389,E15
2021-10-07 16:00:00+00:00,155.176,02460500,18567389,E16
2021-10-21 19:45:00+00:00,39.077,02460500,18567389,E17
2021-12-18 15:00:00+00:00,30.865,02460500,18567389,E18
2021-12-30 22:00:00+00:00,76.739,02460500,18567389,E19
2022-01-03 12:00:00+00:00,33.98,02460500,18567389,E20
2022-01-10 04:30:00+00:00,30.016,02460500,18567389,E21
2022-01-16 18:45:00+00:00,46.156,02460500,18567389,E22
2022-01-20 14:45:00+00:00,31.998,02460500,18567389,E23
2022-02-04 06:15:00+00:00,59.182,02460500,18567389,E24
2022-02-18 11:30:00+00:00,87.782,02460500,18567389,E25
2022-02-22 04:15:00+00:00,67.394,02460500,18567389,E26
2022-02-23 20:00:00+00:00,35.679,02460500,18567389,E27
2022-02-27 20:45:00+00:00,37.661,02460500,18567389,E28
2022-03-09 16:30:00+00:00,52.103,02460500,18567389,E29
2022-03-12 14:15:00+00:00,30.016,02460500,18567389,E30
2022-03-16 11:00:00+00:00,79.004,02460500,18567389,E31
2022-03-18 22:15:00+00:00,72.208,02460500,18567389,E32
2022-03-23 14:00:00+00:00,141.018,02460500,18567389,E33
2022-03-31 14:00:00+00:00,58.616,02460500,18567389,E34
2022-04-05 23:30:00+00:00,58.616,02460500,18567389,E35
2022-04-16 21:30:00+00:00,93.446,02460500,18567389,E36
2022-04-18 11:15:00+00:00,30.299,02460500,18567389,E37
2022-06-09 00:30:00+00:00,141.018,02460500,18567389,E38
2022-07-10 08:30:00+00:00,41.343,02460500,18567389,E39
2022-07-22 07:30:00+00:00,50.687,02460500,18567389,E40
2022-09-05 06:45:00+00:00,37.378,02460500,18567389,E41
2022-10-13 15:30:00+00:00,27.467,02460500,18567389,E42
2022-11-30 17:30:00+00:00,88.065,02460500,18567389,E43
2022-12-15 06:15:00+00:00,71.642,02460500,18567389,E44
2023-01-04 16:30:00+00:00,50.687,02460500,18567389,E45
2023-01-13 01:45:00+00:00,32.281,02460500,18567389,E46
2023-01-22 16:15:00+00:00,29.733,02460500,18567389,E47
2023-01-25 17:45:00+00:00,54.085,02460500,18567389,E48
2023-01-30 10:00:00+00:00,32.281,02460500,18567389,E49
2023-02-03 09:00:00+00:00,33.697,02460500,18567389,E50
2023-02-12 13:30:00+00:00,44.741,02460500,18567389,E51
2023-02-17 16:30:00+00:00,61.447,02460500,18567389,E52
2023-03-03 03:45:00+00:00,39.36,02460500,18567389,E53
2023-03-04 03:00:00+00:00,31.432,02460500,18567389,E54
2023-03-12 19:45:00+00:00,38.794,02460500,18567389,E55
2023-04-08 20:45:00+00:00,103.64,02460500,18567389,E56
2023-04-30 16:15:00+00:00,49.838,02460500,18567389,E57
2023-05-24 00:15:00+00:00,43.891,02460500,18567389,E58
2023-06-19 13:30:00+00:00,31.432,02460500,18567389,E59
2023-07-10 15:15:00+00:00,48.422,02460500,18567389,E60
2023-08-11 18:30:00+00:00,43.891,02460500,18567389,E61
2021-05-05 03:15:00+00:00,116.665,02461405,18225411,E1
2021-05-29 00:30:00+00:00,50.97,02461405,18225411,E2
2021-06-10 00:30:00+00:00,62.014,02461405,18225411,E3
2021-06-20 09:00:00+00:00,140.168,02461405,18225411,E4
2021-07-16 04:30:00+00:00,58.616,02461405,18225411,E5
2021-07-18 03:15:00+00:00,73.624,02461405,18225411,E6
2021-07-20 03:30:00+00:00,124.311,02461405,18225411,E7
2021-07-23 01:15:00+00:00,55.784,02461405,18225411,E8
2021-07-28 00:45:00+00:00,74.473,02461405,18225411,E9
2021-08-01 00:15:00+00:00,60.032,02461405,18225411,E10
2021-08-31 11:15:00+00:00,52.952,02461405,18225411,E11
2021-09-18 18:00:00+00:00,84.667,02461405,18225411,E12
2021-10-05 03:00:00+00:00,46.156,02461405,18225411,E13
2021-10-06 05:00:00+00:00,103.923,02461405,18225411,E14
2021-10-07 08:00:00+00:00,119.497,02461405,18225411,E15
2021-12-30 15:45:00+00:00,79.853,02461405,18225411,E16
2022-02-18 05:30:00+00:00,107.321,02461405,18225411,E17
2022-02-21 22:15:00+00:00,56.35,02461405,18225411,E18
2022-03-16 06:00:00+00:00,71.642,02461405,18225411,E19
2022-03-17 00:30:00+00:00,82.968,02461405,18225411,E20
2022-03-18 16:15:00+00:00,72.491,02461405,18225411,E21
2022-03-23 07:30:00+00:00,106.754,02461405,18225411,E22
2022-03-31 07:45:00+00:00,69.659,02461405,18225411,E23
2022-04-05 17:45:00+00:00,62.863,02461405,18225411,E24
2022-04-16 14:15:00+00:00,85.234,02461405,18225411,E25
2022-06-08 16:45:00+00:00,128.558,02461405,18225411,E26
2022-07-10 03:15:00+00:00,64.846,02461405,18225411,E27
2022-07-22 02:45:00+00:00,86.083,02461405,18225411,E28
2022-09-05 02:00:00+00:00,76.172,02461405,18225411,E29
2022-11-30 11:15:00+00:00,76.455,02461405,18225411,E30
2022-12-15 06:15:00+00:00,62.297,02461405,18225411,E31
2023-01-04 10:30:00+00:00,81.552,02461405,18225411,E32
2023-01-25 11:45:00+00:00,51.537,02461405,18225411,E33
2023-02-17 11:00:00+00:00,47.572,02461405,18225411,E34
2023-04-08 17:15:00+00:00,76.739,02461405,18225411,E35
2023-06-19 08:45:00+00:00,65.695,02461405,18225411,E36
2023-07-10 10:00:00+00:00,56.067,02461405,18225411,E37
2023-09-17 03:45:00+00:00,50.97,02461405,18225411,E38
2021-05-05 02:15:00+00:00,147.814,02461500,18225427,E1
2021-06-10 00:45:00+00:00,70.509,02461500,18225427,E2
2021-06-20 09:30:00+00:00,167.919,02461500,18225427,E3
2021-07-18 03:45:00+00:00,69.093,02461500,18225427,E4
2021-07-20 04:00:00+00:00,155.743,02461500,18225427,E5
2021-07-28 01:15:00+00:00,75.323,02461500,18225427,E6
2021-09-18 18:30:00+00:00,85.8,02461500,18225427,E7
2021-10-06 05:30:00+00:00,110.152,02461500,18225427,E8
2021-10-07 08:30:00+00:00,129.974,02461500,18225427,E9
2021-12-30 16:15:00+00:00,83.251,02461500,18225427,E10
2022-02-18 05:00:00+00:00,119.214,02461500,18225427,E11
2022-02-21 22:45:00+00:00,61.447,02461500,18225427,E12
2022-03-16 06:30:00+00:00,86.649,02461500,18225427,E13
2022-03-17 01:00:00+00:00,80.42,02461500,18225427,E14
2022-03-18 16:30:00+00:00,80.137,02461500,18225427,E15
2022-03-23 08:15:00+00:00,124.877,02461500,18225427,E16
2022-03-31 08:00:00+00:00,73.907,02461500,18225427,E17
2022-04-05 17:45:00+00:00,71.358,02461500,18225427,E18
2022-04-16 14:30:00+00:00,89.764,02461500,18225427,E19
2022-06-08 13:45:00+00:00,140.735,02461500,18225427,E20
2022-07-10 03:45:00+00:00,63.43,02461500,18225427,E21
2022-07-22 03:00:00+00:00,88.915,02461500,18225427,E22
2022-09-05 02:30:00+00:00,70.792,02461500,18225427,E23
2022-11-30 11:30:00+00:00,82.685,02461500,18225427,E24
2022-12-15 06:15:00+00:00,72.208,02461500,18225427,E25
2023-01-04 11:15:00+00:00,83.818,02461500,18225427,E26
2023-04-08 17:30:00+00:00,103.356,02461500,18225427,E27
2023-06-19 08:45:00+00:00,75.889,02461500,18225427,E28
2021-05-05 10:15:00+00:00,189.44,02462000,18229157,E1
2021-06-20 14:15:00+00:00,185.475,02462000,18229157,E2
2021-07-20 09:30:00+00:00,168.202,02462000,18229157,E3
2021-10-07 09:15:00+00:00,113.267,02462000,18229157,E4
2021-12-30 21:30:00+00:00,100.242,02462000,18229157,E5
2022-02-18 11:15:00+00:00,142.717,02462000,18229157,E6
2022-03-16 11:45:00+00:00,114.966,02462000,18229157,E7
2022-03-18 21:45:00+00:00,122.045,02462000,18229157,E8
2022-03-23 13:30:00+00:00,188.024,02462000,18229157,E9
2022-06-08 18:45:00+00:00,134.505,02462000,18229157,E10
2022-11-30 16:30:00+00:00,95.145,02462000,18229157,E11
2022-12-15 10:15:00+00:00,110.436,02462000,18229157,E12
2023-04-08 23:00:00+00:00,161.972,02462000,18229157,E13
2021-06-26 20:45:00+00:00,118.931,04166500,10850144,E1
2021-07-17 07:45:00+00:00,71.358,04166500,10850144,E2
2021-07-25 18:30:00+00:00,83.535,04166500,10850144,E3
2021-08-13 02:00:00+00:00,64.846,04166500,10850144,E4
2021-09-23 02:15:00+00:00,93.729,04166500,10850144,E5
2022-02-18 04:45:00+00:00,62.58,04166500,10850144,E6
2021-06-26 07:45:00+00:00,60.598,04167000,10850156,E1
2021-07-17 09:45:00+00:00,31.998,04167000,10850156,E2
2021-08-12 23:15:00+00:00,29.166,04167000,10850156,E3
2021-09-23 07:30:00+00:00,39.36,04167000,10850156,E4
2023-08-25 04:00:00+00:00,56.634,04167000,10850156,E5
2021-06-27 04:30:00+00:00,118.364,04168400,10850162,E1
2021-07-17 03:30:00+00:00,36.529,04168400,10850162,E2
2021-07-25 02:15:00+00:00,31.715,04168400,10850162,E3
2021-08-13 10:15:00+00:00,41.626,04168400,10850162,E4
2021-09-23 17:30:00+00:00,36.529,04168400,10850162,E5
2021-10-26 20:30:00+00:00,33.98,04168400,10850162,E6
2021-12-12 12:15:00+00:00,25.598,04168400,10850162,E7
2022-02-18 19:45:00+00:00,25.06,04168400,10850162,E8
2022-04-24 11:45:00+00:00,24.268,04168400,10850162,E9
2023-04-02 05:45:00+00:00,24.862,04168400,10850162,E10
2023-08-25 11:45:00+00:00,128.842,04168400,10850162,E11
2021-06-26 07:45:00+00:00,8.722,04168580,10850190,E1
2021-07-16 19:00:00+00:00,9.118,04168580,10850190,E2
2021-08-12 12:00:00+00:00,7.815,04168580,10850190,E3
2021-12-11 10:15:00+00:00,7.334,04168580,10850190,E4
2021-08-12 19:30:00+00:00,11.44,04168660,10850046,E1
2021-09-23 12:45:00+00:00,12.374,04168660,10850046,E2
2021-10-25 22:45:00+00:00,10.166,04168660,10850046,E3
2023-02-28 05:30:00+00:00,9.514,04168660,10850046,E4
2023-08-24 16:15:00+00:00,10.364,04168660,10850046,E5
2021-05-06 23:00:00+00:00,942.95,01463500,2590277,E1
2021-08-23 23:45:00+00:00,2146.415,01463500,2590277,E2
2021-09-02 04:15:00+00:00,4389.107,01463500,2590277,E3
2021-09-03 01:15:00+00:00,4247.523,01463500,2590277,E4
2021-09-09 20:30:00+00:00,999.584,01463500,2590277,E5
2021-09-25 14:30:00+00:00,1311.069,01463500,2590277,E6
2021-10-28 05:15:00+00:00,2831.682,01463500,2590277,E7
2021-10-30 15:45:00+00:00,1223.287,01463500,2590277,E8
2022-02-05 02:15:00+00:00,1061.881,01463500,2590277,E9
2022-02-06 00:30:00+00:00,979.762,01463500,2590277,E10
2022-04-09 12:30:00+00:00,3313.068,01463500,2590277,E11
2022-04-20 23:15:00+00:00,1027.901,01463500,2590277,E12
2022-05-08 14:15:00+00:00,999.584,01463500,2590277,E13
2022-12-25 08:45:00+00:00,1064.712,01463500,2590277,E14
2023-01-26 12:45:00+00:00,1061.881,01463500,2590277,E15
2023-05-02 17:15:00+00:00,1973.682,01463500,2590277,E16
2023-07-16 20:00:00+00:00,1631.049,01463500,2590277,E17
2021-05-29 14:30:00+00:00,1.427,01463740,2590243,E1
2021-06-04 01:30:00+00:00,5.04,01463740,2590243,E2
2021-07-01 22:30:00+00:00,2.973,01463740,2590243,E3
2021-07-09 10:30:00+00:00,2.5,01463740,2590243,E4
2021-07-18 03:00:00+00:00,18.236,01463740,2590243,E5
2021-07-30 00:45:00+00:00,6.739,01463740,2590243,E6
2021-08-19 07:45:00+00:00,3.455,01463740,2590243,E7
2021-08-22 10:00:00+00:00,5.55,01463740,2590243,E8
2021-09-02 01:45:00+00:00,50.404,01463740,2590243,E9
2021-09-23 21:00:00+00:00,5.125,01463740,2590243,E10
2021-10-26 07:30:00+00:00,6.286,01463740,2590243,E11
2022-01-02 04:45:00+00:00,5.352,01463740,2590243,E12
2022-01-17 08:45:00+00:00,7.192,01463740,2590243,E13
2022-02-04 21:30:00+00:00,3.2,01463740,2590243,E14
2022-02-25 15:30:00+00:00,3.71,01463740,2590243,E15
2022-04-01 07:45:00+00:00,1.866,01463740,2590243,E16
2022-04-06 11:45:00+00:00,4.559,01463740,2590243,E17
2022-04-08 02:00:00+00:00,7.532,01463740,2590243,E18
2022-04-14 23:30:00+00:00,2.427,01463740,2590243,E19
2022-04-19 06:30:00+00:00,5.239,01463740,2590243,E20
2022-05-02 10:45:00+00:00,4.927,01463740,2590243,E21
2022-05-07 06:15:00+00:00,3.908,01463740,2590243,E22
2022-05-14 20:00:00+00:00,1.608,01463740,2590243,E23
2022-05-19 11:15:00+00:00,3.625,01463740,2590243,E24
2022-05-20 22:00:00+00:00,3.058,01463740,2590243,E25
2022-05-28 05:45:00+00:00,1.736,01463740,2590243,E26
2022-06-02 07:15:00+00:00,1.487,01463740,2590243,E27
2022-09-13 08:00:00+00:00,1.368,01463740,2590243,E28
2022-10-02 19:30:00+00:00,2.067,01463740,2590243,E29
2022-10-04 14:15:00+00:00,1.931,01463740,2590243,E30
2022-10-24 11:45:00+00:00,1.546,01463740,2590243,E31
2022-11-16 06:15:00+00:00,2.353,01463740,2590243,E32
2022-11-30 20:30:00+00:00,1.736,01463740,2590243,E33
2022-12-16 04:00:00+00:00,4.446,01463740,2590243,E34
2022-12-23 08:15:00+00:00,3.625,01463740,2590243,E35
2023-01-20 04:15:00+00:00,3.058,01463740,2590243,E36
2023-01-23 06:30:00+00:00,2.65,01463740,2590243,E37
2023-01-26 07:30:00+00:00,7.9,01463740,2590243,E38
2023-03-04 07:15:00+00:00,6.739,01463740,2590243,E39
2023-04-29 09:00:00+00:00,6.173,01463740,2590243,E40
2023-05-01 03:00:00+00:00,8.75,01463740,2590243,E41
2023-06-27 05:00:00+00:00,2.888,01463740,2590243,E42
2023-06-28 01:30:00+00:00,1.487,01463740,2590243,E43
2023-07-16 00:00:00+00:00,13.281,01463740,2590243,E44
2023-07-16 16:30:00+00:00,3.058,01463740,2590243,E45
2023-08-10 20:45:00+00:00,3.823,01463740,2590243,E46
2023-08-18 09:15:00+00:00,1.866,01463740,2590243,E47
2023-09-11 00:45:00+00:00,8.891,01463740,2590243,E48
2023-09-18 12:15:00+00:00,1.487,01463740,2590243,E49
2021-06-04 04:30:00+00:00,24.692,01464000,2590137,E1
2021-07-18 08:30:00+00:00,58.333,01464000,2590137,E2
2021-07-30 04:15:00+00:00,29.449,01464000,2590137,E3
2021-08-19 10:45:00+00:00,30.865,01464000,2590137,E4
2021-08-22 13:00:00+00:00,48.139,01464000,2590137,E5
2021-08-23 21:45:00+00:00,41.626,01464000,2590137,E6
2021-09-02 20:00:00+00:00,118.364,01464000,2590137,E7
2021-09-23 23:00:00+00:00,24.069,01464000,2590137,E8
2021-10-26 11:45:00+00:00,38.228,01464000,2590137,E9
2022-01-17 11:30:00+00:00,23.673,01464000,2590137,E10
2022-04-06 14:30:00+00:00,24.183,01464000,2590137,E11
2022-04-08 06:30:00+00:00,31.149,01464000,2590137,E12
2022-04-19 09:30:00+00:00,26.42,01464000,2590137,E13
2022-05-02 13:15:00+00:00,27.581,01464000,2590137,E14
2022-05-08 06:15:00+00:00,28.6,01464000,2590137,E15
2022-12-16 07:00:00+00:00,24.239,01464000,2590137,E16
2023-01-26 07:30:00+00:00,28.6,01464000,2590137,E17
2023-03-04 11:00:00+00:00,26.193,01464000,2590137,E18
2023-04-29 11:00:00+00:00,28.317,01464000,2590137,E19
2023-05-01 06:15:00+00:00,49.271,01464000,2590137,E20
2021-05-29 05:00:00+00:00,2.815,01464645,4482695,E1
2021-06-11 19:30:00+00:00,6.201,01464645,4482695,E2
2021-07-13 08:00:00+00:00,3.03,01464645,4482695,E3
2021-07-17 23:15:00+00:00,4.814,01464645,4482695,E4
2021-08-28 15:15:00+00:00,4.814,01464645,4482695,E5
2021-09-01 22:20:00+00:00,66.545,01464645,4482695,E6
2021-09-23 18:30:00+00:00,3.143,01464645,4482695,E7
2021-10-30 16:00:00+00:00,4.191,01464645,4482695,E8
2022-01-02 03:00:00+00:00,6.031,01464645,4482695,E9
2022-01-17 08:15:00+00:00,4.332,01464645,4482695,E10
2022-04-08 03:45:00+00:00,28.6,01464645,4482695,E11
2022-04-19 11:00:00+00:00,7.844,01464645,4482695,E12
2022-05-08 12:00:00+00:00,8.608,01464645,4482695,E13
2022-05-19 10:00:00+00:00,3.2,01464645,4482695,E14
2022-05-20 20:45:00+00:00,5.04,01464645,4482695,E15
2022-12-23 07:00:00+00:00,4.814,01464645,4482695,E16
2023-01-26 11:30:00+00:00,9.345,01464645,4482695,E17
2023-05-01 17:00:00+00:00,10.477,01464645,4482695,E18
2023-07-10 05:15:00+00:00,3.766,01464645,4482695,E19
2021-06-11 20:00:00+00:00,20.586,01464720,4482733,E1
2021-08-28 15:45:00+00:00,17.358,01464720,4482733,E2
2021-09-02 01:45:00+00:00,206.43,01464720,4482733,E3
2022-01-02 03:45:00+00:00,21.294,01464720,4482733,E4
2022-01-17 08:45:00+00:00,15.971,01464720,4482733,E5
2022-04-08 04:15:00+00:00,55.501,01464720,4482733,E6
2022-04-19 05:15:00+00:00,19.34,01464720,4482733,E7
2022-05-08 04:00:00+00:00,19.878,01464720,4482733,E8
2022-05-20 21:15:00+00:00,14.442,01464720,4482733,E9
2022-12-23 07:30:00+00:00,17.358,01464720,4482733,E10
2023-01-26 06:37:00+00:00,30.299,01464720,4482733,E11
2023-05-01 03:45:00+00:00,28.317,01464720,4482733,E12
2021-05-29 11:00:00+00:00,52.103,01464750,4482999,E1
2021-06-05 00:00:00+00:00,45.307,01464750,4482999,E2
2021-06-12 01:15:00+00:00,52.952,01464750,4482999,E3
2021-08-19 13:00:00+00:00,45.307,01464750,4482999,E4
2021-08-28 21:30:00+00:00,73.624,01464750,4482999,E5
2021-09-02 05:00:00+00:00,376.614,01464750,4482999,E6
2021-09-24 02:30:00+00:00,60.315,01464750,4482999,E7
2021-10-30 11:30:00+00:00,47.572,01464750,4482999,E8
2022-01-02 10:15:00+00:00,66.545,01464750,4482999,E9
2022-01-17 14:45:00+00:00,75.606,01464750,4482999,E10
2022-02-04 22:15:00+00:00,47.006,01464750,4482999,E11
2022-04-06 17:30:00+00:00,48.422,01464750,4482999,E12
2022-04-08 05:15:00+00:00,133.089,01464750,4482999,E13
2022-04-19 09:30:00+00:00,101.657,01464750,4482999,E14
2022-05-07 21:00:00+00:00,87.782,01464750,4482999,E15
2022-05-21 03:30:00+00:00,51.537,01464750,4482999,E16
2022-09-06 19:45:00+00:00,49.271,01464750,4482999,E17
2022-10-02 22:30:00+00:00,47.855,01464750,4482999,E18
2022-12-16 08:45:00+00:00,51.253,01464750,4482999,E19
2022-12-23 15:30:00+00:00,65.412,01464750,4482999,E20
2023-01-26 12:45:00+00:00,83.251,01464750,4482999,E21
2023-04-29 10:00:00+00:00,45.024,01464750,4482999,E22
2023-05-01 09:15:00+00:00,102.79,01464750,4482999,E23
2023-06-27 06:00:00+00:00,43.608,01464750,4482999,E24
2023-07-10 01:00:00+00:00,69.943,01464750,4482999,E25
2023-07-16 22:45:00+00:00,71.642,01464750,4482999,E26
2021-07-13 00:00:00+00:00,31.715,01464899,4482903,E1
2021-07-18 04:15:00+00:00,10.959,01464899,4482903,E2
2021-08-19 09:15:00+00:00,31.432,01464899,4482903,E3
2021-08-22 12:00:00+00:00,10.137,01464899,4482903,E4
2021-08-28 16:15:00+00:00,17.132,01464899,4482903,E5
2021-09-02 01:15:00+00:00,156.026,01464899,4482903,E6
2021-09-23 21:15:00+00:00,17.641,01464899,4482903,E7
2022-01-02 06:15:00+00:00,18.548,01464899,4482903,E8
2022-01-17 11:00:00+00:00,31.149,01464899,4482903,E9
2022-04-01 05:45:00+00:00,11.185,01464899,4482903,E10
2022-04-06 13:15:00+00:00,12.997,01464899,4482903,E11
2022-04-08 04:00:00+00:00,41.059,01464899,4482903,E12
2022-04-19 07:00:00+00:00,33.414,01464899,4482903,E13
2022-05-07 17:45:00+00:00,11.27,01464899,4482903,E14
2022-09-06 15:15:00+00:00,12.544,01464899,4482903,E15
